front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s]
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4153557
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.415447
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4155087
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.415567
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.415642
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4157028
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.415762
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4158182
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.415876
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4159343
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4159918
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4160485
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4161787
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.416245
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4163206
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4163907
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.416505
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4165943
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4166899
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.4167545
505.0,555.0,0.11286617678555923,500,50.0,0.25100268664303466,612.8661767855592,1642509618.423039
