front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s],rw_speed[rad/s],lw_speeed[rad/s]
608.0,686.0,0.17147434284821964,500,78.0,0.3805063771123649,671.4743428482196,1642519496.1855772,0.0,0.0
608.0,686.0,0.17147434284821964,500,78.0,0.3805063771123649,671.4743428482196,1642519496.1856565,0.0,0.0
608.0,686.0,0.17147434284821964,500,78.0,0.3805063771123649,671.4743428482196,1642519496.1857438,0.0,0.0
608.0,686.0,0.17147434284821964,500,78.0,0.3805063771123649,671.4743428482196,1642519496.1858494,0.0,0.0
608.0,686.0,0.17147434284821964,500,78.0,0.3805063771123649,671.4743428482196,1642519496.1859124,0.0,0.0
608.0,686.0,0.17147434284821964,500,78.0,0.3805063771123649,671.4743428482196,1642519496.191814,0.0,0.0
608.0,686.0,0.17466243943359144,500,78.0,0.3805063771123649,674.6624394335914,1642519496.202677,0.0,0.0
608.0,686.0,0.17466243943359144,500,78.0,0.3805063771123649,674.6624394335914,1642519496.2029502,0.0,0.0
608.0,684.0,0.17466243943359144,500,76.0,0.3716334955046785,674.6624394335914,1642519496.2030568,0.0,0.0
608.0,684.0,0.17466243943359144,500,76.0,0.3716334955046785,674.6624394335914,1642519496.2248244,0.0,0.0
608.0,684.0,0.1721421100200811,500,76.0,0.3716334955046785,672.1421100200811,1642519496.2251668,0.0,0.0
608.0,684.0,0.1721421100200811,500,76.0,0.3716334955046785,672.1421100200811,1642519496.2252417,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2253063,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2253664,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2254264,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2255075,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2255676,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2256248,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2256832,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2257662,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.2310185,0.0,0.0
607.0,684.0,0.1721421100200811,500,77.0,0.3760777081031161,672.1421100200811,1642519496.247597,0.0,0.0
607.0,684.0,0.16408844356893257,500,77.0,0.3760777081031161,664.0884435689326,1642519496.2477653,0.0,0.0
607.0,684.0,0.16408844356893257,500,77.0,0.3760777081031161,664.0884435689326,1642519496.2536793,0.0,0.0
607.0,689.0,0.16408844356893257,500,82.0,0.3980638352881161,664.0884435689326,1642519496.2538478,0.0,0.0
607.0,689.0,0.16408844356893257,500,82.0,0.3980638352881161,664.0884435689326,1642519496.2539206,0.0,0.0
607.0,689.0,0.16408844356893257,500,82.0,0.3980638352881161,664.0884435689326,1642519496.280752,0.0,0.0
607.0,689.0,0.16408844356893257,500,82.0,0.3980638352881161,664.0884435689326,1642519496.2808728,0.0,0.0
607.0,689.0,0.16408844356893257,500,82.0,0.3980638352881161,664.0884435689326,1642519496.2976415,0.0,0.0
607.0,689.0,0.16571326363100433,500,82.0,0.3980638352881161,665.7132636310043,1642519496.297913,0.0,0.0
607.0,689.0,0.16571326363100433,500,82.0,0.3980638352881161,665.7132636310043,1642519496.2980387,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2981272,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2982197,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.298328,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.298426,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2985125,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.298599,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2987106,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2988403,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2989442,0.0,0.0
607.0,688.0,0.16571326363100433,500,81.0,0.39369822396002424,665.7132636310043,1642519496.2990618,0.0,0.0
