front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s],rw_speed[rad/s],lw_speeed[rad/s]
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1627338,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1628163,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1628773,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1629357,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1629944,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.163053,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.163111,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1631682,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.163226,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1632814,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.163337,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.163402,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1634583,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1635156,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1635768,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1636329,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1636891,0.0,0.0
368.0,358.0,0,500,-10.0,-0.05123716740341881,521.7758931025376,1642519027.1637456,0.0,0.0
