front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s],rw_speed[rad/s],lw_speeed[rad/s]
211.0,251.0,-0.16384556557217791,500,40.0,0.20232162837830373,336.1544344278221,1642518444.1190891,0.0,0.0
211.0,251.0,-0.16384556557217791,500,40.0,0.20232162837830373,336.1544344278221,1642518444.1308465,0.0,0.0
211.0,251.0,-0.16426914137931004,500,40.0,0.20232162837830373,335.73085862068996,1642518444.131152,0.0,0.0
211.0,251.0,-0.16426914137931004,500,40.0,0.20232162837830373,335.73085862068996,1642518444.1367967,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1370435,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1371624,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.137253,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.137337,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.137418,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.137498,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.137578,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1376588,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1377602,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1378782,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.137992,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1381176,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1383245,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.138479,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1385612,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1386435,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1387234,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1388052,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1388862,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1389678,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1390653,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1391559,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1392388,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1393204,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.1394022,0.0,0.0
209.0,247.0,-0.16426914137931004,500,38.0,0.19245976577634127,335.73085862068996,1642518444.139483,0.0,0.0
