front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s],rw_speed[rad/s],lw_speeed[rad/s]
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2478561,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2479444,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.24801,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2480736,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2481368,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2482018,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2482626,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2483282,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2483935,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2484546,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2485175,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2542756,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2544665,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.254576,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2546942,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.254758,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2548687,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2549133,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2549875,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.255077,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2551608,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.255203,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2553139,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2553585,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2554505,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2554958,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2555244,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2555847,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2556126,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.255649,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2556763,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2557032,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2557294,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2557566,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2557824,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2558088,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2558362,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2558625,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2558892,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2559152,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2559547,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2559812,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2560072,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2560334,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2560596,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256085,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256112,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256138,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2561681,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2561955,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256223,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256251,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2562764,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2563026,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256328,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2563543,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256382,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256413,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2564402,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2564662,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2564921,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.25652,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2565458,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2565715,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2565978,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.256626,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2566526,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2566783,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2567048,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2567306,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2567563,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2567825,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2568083,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2568343,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.25686,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.283807,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2839296,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2840302,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2841241,0.0,0.0
293.0,290.0,-0.0557141135621826,500,-3.0,-0.01538340178059515,444.2858864378174,1642519003.2842174,0.0,0.0
