,time[s],front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],rw_speed[rad/s],lw_speeed[rad/s],pozyx_x_1,pozyx_y_1,pozyx_rot_y_1,pozyx_x_2,pozyx_y_2,pozyx_rot_2
0,1663864509.5161219,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
1,1663864509.5350614,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
2,1663864509.5594463,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
3,1663864509.578731,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
4,1663864509.587124,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
5,1663864509.5900457,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
6,1663864509.6097505,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
7,1663864509.623273,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
8,1663864509.6358879,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
9,1663864509.6646256,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
10,1663864509.6668334,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
11,1663864509.6848118,0.0,0.0,0.3,500.0,45.0,0.2267988480538859,165.72145643698497,0.0,-0.0,-0.622,0.704,-0.0322265625,-0.622,0.704,-0.0322265625
