Full Time,7.153490304946899
Full Distance,[A787
Base Speed,1.0
t,error[mm],angle[rad],distance[mm],rw_speed[rad/s],lw_speeed[rad/s],pozyx_x_1,pozyx_y_1,pozyx_rot_y_1,pozyx_x_2,pozyx_y_2,pozyx_rot_2
0,1661000104.6951244,319.0,392.5,0.3,500.0,-28.5,-0.14512632217340365,355.6166777748237,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1661000104.724644,319.0,392.5,0.3,500.0,-28.5,-0.14512632217340365,355.6166777748237,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1661000104.7378206,319.0,392.5,0.3,500.0,-28.5,-0.14512632217340365,355.6166777748237,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1661000104.740744,320.0,394.5,0.3,500.0,-29.5,-0.15014355106463,355.2789169274879,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1661000104.748829,321.0,394.5,0.3,500.0,-28.5,-0.14512632217340365,357.3258360686562,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1661000104.7622664,321.0,394.5,0.3,500.0,-28.5,-0.14512632217340365,357.3258360686562,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1661000104.7647996,321.0,396.0,0.3,500.0,-30.0,-0.15264932839526515,355.53459113504306,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1661000104.7783124,321.0,396.0,0.3,500.0,-30.0,-0.15264932839526515,355.53459113504306,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1661000104.7862575,321.0,396.0,0.3,500.0,-30.0,-0.15264932839526515,355.53459113504306,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1661000104.7945898,321.0,396.0,0.3,500.0,-30.0,-0.15264932839526515,355.53459113504306,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1661000104.7974768,321.0,396.0,0.3,500.0,-30.0,-0.15264932839526515,355.53459113504306,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1661000104.800904,321.0,396.0,0.3,500.0,-30.0,-0.15264932839526515,355.53459113504306,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1661000104.8093228,318.5,396.5,0.3,500.0,-33.0,-0.1676424378312157,349.84155628255655,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1661000104.826783,318.5,394.0,0.3,500.0,-30.5,-0.15515317524296215,352.8110610800301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1661000104.850681,318.5,394.0,0.3,500.0,-30.5,-0.15515317524296215,352.8110610800301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1661000104.8642406,318.5,394.0,0.3,500.0,-30.5,-0.15515317524296215,352.8110610800301,0.0,0.05767640843987465,0.0,0.0,0.0,0.0,0.0,0.0
16,1661000104.9139314,321.0,395.0,0.3,500.0,-29.0,-0.14763587252075236,356.7286346012762,0.0,0.05767640843987465,0.0,0.0,0.0,0.0,0.0,0.0
17,1661000104.9242845,321.5,395.0,0.3,500.0,-28.5,-0.14512632217340365,357.7531256421143,0.0,0.0384509414434433,0.0,0.0,0.0,0.0,0.0,0.0
18,1661000104.9434166,321.5,395.0,0.3,500.0,-28.5,-0.14512632217340365,357.7531256421143,0.0,0.0384509414434433,0.0,0.0,0.0,0.0,0.0,0.0
19,1661000104.9677744,321.5,395.0,0.3,500.0,-28.5,-0.14512632217340365,357.7531256421143,0.0,0.0384509414434433,0.0,0.0,0.0,0.0,0.0,0.0
20,1661000105.0321178,321.5,395.0,0.3,500.0,-28.5,-0.14512632217340365,357.7531256421143,0.0,0.09612735360860825,0.0,0.0,0.0,0.0,0.0,0.0
21,1661000105.0449593,321.0,393.5,0.3,500.0,-27.5,-0.14010172439663027,358.5205476932843,0.0,0.09612735360860825,0.0,0.0,0.0,0.0,0.0,0.0
22,1661000105.0535433,321.0,393.5,0.3,500.0,-27.5,-0.14010172439663027,358.5205476932843,0.0,0.09612735360860825,0.0,0.0,0.0,0.0,0.0,0.0
23,1661000105.0715635,322.0,392.5,0.3,500.0,-25.5,-0.13003137634169143,361.7713150979519,0.0,0.1153528168797493,0.0,0.0,0.0,0.0,0.0,0.0
24,1661000105.095967,322.0,392.5,0.3,500.0,-25.5,-0.13003137634169143,361.7713150979519,0.0,0.1153528168797493,0.0,0.0,0.0,0.0,0.0,0.0
25,1661000105.1143565,322.0,392.5,0.3,500.0,-25.5,-0.13003137634169143,361.7713150979519,0.0,0.1153528168797493,0.0,0.0,0.0,0.0,0.0,0.0
26,1661000105.1287766,322.0,392.5,0.3,500.0,-25.5,-0.13003137634169143,361.7713150979519,0.0,0.13457830250263214,0.0,0.0,0.0,0.0,0.0,0.0
27,1661000105.1313248,322.0,395.0,0.3,500.0,-28.0,-0.14261492957058067,358.77869506664604,0.0,0.13457830250263214,0.0,0.0,0.0,0.0,0.0,0.0
28,1661000105.1444814,322.0,395.0,0.3,500.0,-28.0,-0.14261492957058067,358.77869506664604,0.0,0.13457830250263214,0.0,0.0,0.0,0.0,0.0,0.0
29,1661000105.1582453,322.0,395.0,0.3,500.0,-28.0,-0.14261492957058067,358.77869506664604,0.0,0.13457830250263214,0.0,0.0,0.0,0.0,0.0,0.0
30,1661000105.1613004,322.0,395.0,0.3,500.0,-28.0,-0.14261492957058067,358.77869506664604,0.0,0.13457830250263214,0.0,0.0,0.0,0.0,0.0,0.0
