front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s]
0,0,0.3,500,0,0.0,0,1642082448.4545891
0,0,0.3,500,0,0.0,0,1642082448.4548209
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.454919
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4550128
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4550986
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4551854
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4552658
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4553406
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.455416
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4554973
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4555755
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4556506
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4557297
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4558177
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4558961
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.45597
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.456046
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4561195
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4562526
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4563308
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.456406
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.456479
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4565604
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.456636
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.456712
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4567857
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.456877
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4569776
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.457056
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.457131
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4572072
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.457282
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4573588
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4574363
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4575336
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4576197
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4577045
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4578044
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4579196
618.0,626.0,0.3,500,8.0,0.041002647445327445,0,1642082448.4580286
