,time[s],front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],rw_speed[rad/s],lw_speeed[rad/s],pozyx_x_1,pozyx_y_1,pozyx_rot_y_1,pozyx_x_2,pozyx_y_2,pozyx_rot_2
0,1661456076.669777,859.5,623.5,-0.3,500.0,236.0,0.5802707988595314,796.4963659764742,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
1,1661456076.693509,859.5,623.5,-0.3,500.0,236.0,0.5802707988595314,796.4963659764742,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
2,1661456076.711841,859.5,623.5,-0.3,500.0,236.0,0.5802707988595314,796.4963659764742,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
3,1661456076.7263966,859.5,623.5,-0.3,500.0,236.0,0.5802707988595314,796.4963659764742,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
4,1661456076.7616484,859.0,625.5,-0.3,500.0,233.5,0.5753982290599159,799.2524978137496,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
5,1661456076.7706428,859.0,625.5,-0.3,500.0,233.5,0.5753982290599159,799.2524978137496,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
6,1661456076.7795336,857.5,626.0,-0.3,500.0,231.5,0.5714778602636726,800.5310389916327,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
7,1661456076.7981238,857.5,626.0,-0.3,500.0,231.5,0.5714778602636726,800.5310389916327,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
8,1661456076.8330843,859.0,624.5,-0.3,500.0,234.5,0.5773509728306683,797.9826358221508,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
9,1661456076.8615544,859.0,624.0,-0.3,500.0,235.0,0.5783254862804168,797.3477748743761,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
10,1661456076.8742242,859.0,624.0,-0.3,500.0,235.0,0.5783254862804168,797.3477748743761,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
11,1661456076.8882754,859.0,624.0,-0.3,500.0,235.0,0.5783254862804168,797.3477748743761,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
12,1661456076.923265,855.5,625.5,-0.3,500.0,230.0,0.5685245477310401,800.7487126570469,0.1153528168797493,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
13,1661456076.9386394,855.5,625.5,-0.3,500.0,230.0,0.5685245477310401,800.7487126570469,0.1153528168797493,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
14,1661456076.9528358,855.5,625.5,-0.3,500.0,230.0,0.5685245477310401,800.7487126570469,0.1153528168797493,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
15,1661456076.9674578,855.5,625.5,-0.3,500.0,230.0,0.5685245477310401,800.7487126570469,0.1153528168797493,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
16,1661456076.9714813,853.5,622.0,-0.3,500.0,231.5,0.5714778602636726,797.1666287704121,0.1153528168797493,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
17,1661456076.985525,852.0,622.0,-0.3,500.0,230.0,0.5685245477310401,797.7992757477044,0.21148017048835754,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
18,1661456076.999507,852.0,622.0,-0.3,500.0,230.0,0.5685245477310401,797.7992757477044,0.21148017048835754,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
19,1661456077.0081418,852.0,622.0,-0.3,500.0,230.0,0.5685245477310401,797.7992757477044,0.21148017048835754,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
20,1661456077.0433605,852.0,622.0,-0.3,500.0,230.0,0.5685245477310401,797.7992757477044,0.3076075315475464,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
21,1661456077.0526202,852.0,621.5,-0.3,500.0,230.5,0.5695102276680994,797.1678180650082,0.3076075315475464,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
22,1661456077.0655274,852.0,622.0,-0.3,500.0,230.0,0.5685245477310401,797.7992757477044,0.3076075315475464,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
23,1661456077.0746422,849.5,622.0,-0.3,500.0,227.5,0.5635774945058795,798.8434208540515,0.3076075315475464,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
24,1661456077.0831897,849.5,622.0,-0.3,500.0,227.5,0.5635774945058795,798.8434208540515,0.3076075315475464,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
25,1661456077.0969493,849.5,622.0,-0.3,500.0,227.5,0.5635774945058795,798.8434208540515,0.3076075315475464,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
26,1661456077.1274047,849.5,622.0,-0.3,500.0,227.5,0.5635774945058795,798.8434208540515,0.40373489260673523,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
27,1661456077.130919,845.5,620.5,-0.3,500.0,225.0,0.5585993153435623,798.6024027967916,0.40373489260673523,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
28,1661456077.1515136,841.5,619.5,-0.3,500.0,222.0,0.5525843502907141,798.9657230475852,0.40373489260673523,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
29,1661456077.186295,841.5,619.5,-0.3,500.0,222.0,0.5525843502907141,798.9657230475852,0.40373489260673523,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
30,1661456077.1899376,841.5,619.5,-0.3,500.0,222.0,0.5525843502907141,798.9657230475852,0.40373489260673523,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
31,1661456077.203541,827.0,619.0,-0.3,500.0,208.0,0.5239193476851991,803.9076168923849,0.36528393626213074,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
32,1661456077.2324722,827.0,619.0,-0.3,500.0,208.0,0.5239193476851991,803.9076168923849,0.36528393626213074,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
33,1661456077.235694,827.0,619.0,-0.3,500.0,208.0,0.5239193476851991,803.9076168923849,0.36528393626213074,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
34,1661456077.2660124,827.0,619.0,-0.3,500.0,208.0,0.5239193476851991,803.9076168923849,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
35,1661456077.2698228,823.0,619.5,-0.3,500.0,203.5,0.5144970775548999,805.9631545551022,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
36,1661456077.2731957,822.0,616.5,-0.3,500.0,205.5,0.518697281242551,802.6432724522903,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
37,1661456077.2853687,822.0,616.5,-0.3,500.0,205.5,0.518697281242551,802.6432724522903,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
38,1661456077.2990923,822.0,616.5,-0.3,500.0,205.5,0.518697281242551,802.6432724522903,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
39,1661456077.3027978,822.0,616.5,-0.3,500.0,205.5,0.518697281242551,802.6432724522903,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
40,1661456077.3219466,822.0,616.5,-0.3,500.0,205.5,0.518697281242551,802.6432724522903,0.384509414434433,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
41,1661456077.3640928,822.0,618.5,-0.3,500.0,203.5,0.5144970775548999,805.092614236046,0.40373489260673523,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
42,1661456077.3732753,822.0,618.5,-0.3,500.0,203.5,0.5144970775548999,805.092614236046,0.40373489260673523,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
43,1661456077.3923767,816.5,618.5,-0.3,500.0,198.0,0.5028432109278609,806.9948518911918,0.40373489260673523,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
44,1661456077.4057808,816.5,618.5,-0.3,500.0,198.0,0.5028432109278609,806.9948518911918,0.40373489260673523,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
45,1661456077.420086,816.5,618.5,-0.3,500.0,198.0,0.5028432109278609,806.9948518911918,0.40373489260673523,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
46,1661456077.4460213,816.5,618.5,-0.3,500.0,198.0,0.5028432109278609,806.9948518911918,0.6921169757843018,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
47,1661456077.4548116,799.0,615.5,-0.3,500.0,183.5,0.47139510202157053,808.907652632652,0.6921169757843018,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
48,1661456077.468733,799.0,615.5,-0.3,500.0,183.5,0.47139510202157053,808.907652632652,0.6921169757843018,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
49,1661456077.4882352,799.0,615.5,-0.3,500.0,183.5,0.47139510202157053,808.907652632652,0.6921169757843018,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
50,1661456077.507191,799.0,615.5,-0.3,500.0,183.5,0.47139510202157053,808.907652632652,0.6921169757843018,-0.01922547072172165,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
51,1661456077.5271091,793.5,617.0,-0.3,500.0,176.5,0.45583962489745783,812.2054216570901,0.5959895849227905,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
52,1661456077.5453124,790.0,616.5,-0.3,500.0,173.5,0.4490991111843839,812.5438987723908,0.5959895849227905,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
53,1661456077.5693676,790.0,616.5,-0.3,500.0,173.5,0.4490991111843839,812.5438987723908,0.5959895849227905,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
54,1661456077.5954235,790.0,615.0,-0.3,500.0,175.0,0.45247488956206683,810.8051029460365,0.6536659598350525,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
55,1661456077.599218,782.0,615.0,-0.3,500.0,167.0,0.43434371120198656,812.7779883464996,0.6536659598350525,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
56,1661456077.6083648,782.0,615.0,-0.3,500.0,167.0,0.43434371120198656,812.7779883464996,0.6536659598350525,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
57,1661456077.6260047,782.0,615.0,-0.3,500.0,167.0,0.43434371120198656,812.7779883464996,0.6536659598350525,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
