,time[s],front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],rw_speed[rad/s],lw_speeed[rad/s],pozyx_x_1,pozyx_y_1,pozyx_rot_y_1,pozyx_x_2,pozyx_y_2,pozyx_rot_2
0,1661455199.2921994,403.0,292.0,0.0,500.0,111.0,0.2990844116129578,510.3735922119895,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
1,1661455199.3129458,403.0,292.0,0.0,500.0,111.0,0.2990844116129578,510.3735922119895,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
2,1661455199.3434412,402.5,293.0,0.0,500.0,109.5,0.29527502716347864,510.92948873495413,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
3,1661455199.3526502,402.5,293.5,0.0,500.0,109.0,0.29400326210837363,511.27293990962846,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
4,1661455199.3607419,402.5,293.5,0.0,500.0,109.0,0.29400326210837363,511.27293990962846,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
5,1661455199.3691292,402.5,293.5,0.0,500.0,109.0,0.29400326210837363,511.27293990962846,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
6,1661455199.382605,402.5,293.5,0.0,500.0,109.0,0.29400326210837363,511.27293990962846,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
7,1661455199.3911502,402.5,293.5,0.0,500.0,109.0,0.29400326210837363,511.27293990962846,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
8,1661455199.4169188,402.5,293.5,0.0,500.0,109.0,0.29400326210837363,511.27293990962846,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
9,1661455199.4353228,401.5,297.0,0.0,500.0,104.5,0.2825136318630245,513.3779070358837,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
10,1661455199.4436793,401.5,297.0,0.0,500.0,104.5,0.2825136318630245,513.3779070358837,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
11,1661455199.4570115,401.5,297.0,0.0,500.0,104.5,0.2825136318630245,513.3779070358837,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
12,1661455199.4713268,401.5,297.0,0.0,500.0,104.5,0.2825136318630245,513.3779070358837,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
13,1661455199.485731,403.0,293.0,0.0,500.0,110.0,0.29654580906970046,511.06365344126834,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
14,1661455199.493905,404.0,293.0,0.0,500.0,111.0,0.2990844116129578,511.32919887551634,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
15,1661455199.5176182,404.0,293.0,0.0,500.0,111.0,0.2990844116129578,511.32919887551634,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
16,1661455199.5534723,404.0,292.5,0.0,500.0,111.5,0.3003522263820128,510.9829662424108,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
17,1661455199.5726094,402.5,292.5,0.0,500.0,110.0,0.29654580906970046,510.5854776557426,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
18,1661455199.591248,399.0,294.0,0.0,500.0,105.0,0.28379410920832787,510.63999999999993,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
19,1661455199.6261168,399.0,294.0,0.0,500.0,105.0,0.28379410920832787,510.63999999999993,0.0,-0.0,1.376,0.988,0.0272216796875,2.479,1.1,0.1697998046875
