front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s],rw_speed[rad/s],lw_speeed[rad/s]
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9365942,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9367225,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.936829,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9369283,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9370232,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9371219,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9372113,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9373026,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9374063,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9375103,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9376028,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9376633,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9376893,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9377162,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9377968,0.0,0.0
302.0,385.0,-0.11817915030246383,500,83.0,0.4024134766130647,381.8208496975362,1642517361.9598105,0.0,0.0
302.0,385.0,-0.10749227468368264,500,83.0,0.4024134766130647,392.50772531631736,1642517361.9599307,0.0,0.0
302.0,385.0,-0.10749227468368264,500,83.0,0.4024134766130647,392.50772531631736,1642517361.9600048,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9600904,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9601636,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.960227,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9602919,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.960528,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9606657,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9607396,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.960899,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.960993,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.961066,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9662516,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9764528,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9766703,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9768062,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9769323,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9771106,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9772134,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9773073,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9774144,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9775124,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9776258,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9777398,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.977917,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.978031,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.978127,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9782205,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9783154,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9784188,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9785173,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9786277,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9787261,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9788325,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9789295,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9790223,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9791193,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9792132,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9793088,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9794023,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.979504,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9796004,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9797125,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9798086,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9799047,0.0,0.0
304.0,379.0,-0.10749227468368264,500,75.0,0.3671738338182192,392.50772531631736,1642517361.9800005,0.0,0.0
