front[mm],rear[mm],PID Align setpoint,PID Distance setpoint,error[mm],angle[rad],distance[mm],time[s]
0,0,-0.3,500,0,0.0,0,1642083030.1174362
0,0,-0.3,500,0,0.0,0,1642083030.1175537
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1176176
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.11768
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1177406
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1178005
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.11786
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1179192
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1179788
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1180394
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1181
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1181595
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1182187
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1182938
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1183636
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1184328
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1184926
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1185827
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1186876
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1187806
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1188836
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.118985
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1190443
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.119103
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.119162
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1192207
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1192813
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.119349
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1194181
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1194866
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.119546
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1196055
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1196635
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1197214
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1197793
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1198382
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1198967
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1199558
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1200137
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1200721
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1201305
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1201894
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.120252
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1203115
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1203704
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1204383
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1205063
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1205666
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1206257
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1206846
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1207435
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1208017
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1208632
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1209223
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1209807
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1210399
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1210988
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1211572
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1212153
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.121274
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1213324
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1213925
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1217372
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.12237
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1224768
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.122529
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1225834
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1226342
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.122685
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1227355
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1227863
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1228402
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.122891
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1229417
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1229923
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1230454
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1230955
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.123157
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.123207
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1232574
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1233087
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1233594
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.123444
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.123506
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1235561
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.123609
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1236587
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1237082
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1237488
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.123792
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1238496
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1242406
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1243026
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1294355
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1296241
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1296518
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.129676
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1297
169.0,167.0,-0.3,500,-2.0,-0.010256050641667055,0,1642083030.1297243
