pid_align,output_align,error,angle,distance
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
-0.3,-0.6011702013001013,0,0.0,150.0
